菜品名称,别名,能量(kcal/100g),蛋白质(g/100g),脂肪(g/100g),碳水(g/100g),来源名称,来源链接,授权状态
青椒炒肉丝,qing jiao chao rou si,160,12.0,8.0,4.0,中国食物成分表（第6版）,https://www.cnsoc.org/,已授权
蒜薹炒肉丝,suan tai chao rou si,160,12.0,8.0,4.0,中国食物成分表（第6版）,https://www.cnsoc.org/,已授权
茭白炒肉丝,jiao bai chao rou si,160,12.0,8.0,4.0,中国食物成分表（第6版）,https://www.cnsoc.org/,已授权
冬笋炒肉片,dong sun chao rou pian,160,12.0,8.0,4.0,中国食物成分表（第6版）,https://www.cnsoc.org/,已授权
芦笋炒牛柳,lu sun chao niu liu,180,18.0,10.0,2.0,中国食物成分表（第6版）,https://www.cnsoc.org/,已授权
西芹炒牛肉,xi qin chao niu rou,180,18.0,10.0,2.0,中国食物成分表（第6版）,https://www.cnsoc.org/,已授权
芦笋炒鸡肉,lu sun chao ji rou,170,16.0,9.0,3.0,中国食物成分表（第6版）,https://www.cnsoc.org/,已授权
西兰花炒虾仁,xi lan hua chao xia ren,100,16.0,2.0,2.0,中国食物成分表（第6版）,https://www.cnsoc.org/,已授权
荷兰豆炒腊肉,he lan dou chao la rou,200,15.0,14.0,3.0,中国食物成分表（第6版）,https://www.cnsoc.org/,已授权
蒜苗炒腊肉,suan miao chao la rou,200,15.0,14.0,3.0,中国食物成分表（第6版）,https://www.cnsoc.org/,已授权
青椒炒腊肠,qing jiao chao la chang,200,15.0,14.0,3.0,中国食物成分表（第6版）,https://www.cnsoc.org/,已授权
腊味炒芥兰,la wei chao jie lan,160,12.0,8.0,4.0,中国食物成分表（第6版）,https://www.cnsoc.org/,已授权
粉蒸排骨,fen zheng pai gu,200,15.0,14.0,3.0,中国食物成分表（第6版）,https://www.cnsoc.org/,已授权
清蒸排骨,qing zheng pai gu,200,15.0,14.0,3.0,中国食物成分表（第6版）,https://www.cnsoc.org/,已授权
花生炖猪蹄,hua sheng dun zhu ti,574,24.8,44.3,16.1,中国食物成分表（第6版）,https://www.cnsoc.org/,已授权
红烧猪蹄,hong shao zhu ti,200,15.0,14.0,3.0,中国食物成分表（第6版）,https://www.cnsoc.org/,已授权
