菜品名称,别名,能量(kcal/100g),蛋白质(g/100g),脂肪(g/100g),碳水(g/100g),来源名称,来源链接,授权状态
瑶柱,yaozhu,264,55.6,2.4,5.1,中国食物成分表,https://chinesecalorie.com/,已授权
瓜子,guazi,606,19.1,53.4,16.7,中国食物成分表,https://chinesecalorie.com/,已授权
瓠瓜,hugua1,15,0.7,0.1,3.5,中国食物成分表,https://chinesecalorie.com/,已授权
甘草,gancao,250,5.0,3.0,55.0,中国食物成分表,https://chinesecalorie.com/,已授权
甘蓝,ganlan2,22,1.5,0.2,4.6,中国食物成分表,https://chinesecalorie.com/,已授权
甘蔗,ganzhe,64,0.4,0.1,16.0,中国食物成分表,https://chinesecalorie.com/,已授权
甘薯,ganshu,86,1.6,0.2,20.1,中国食物成分表,https://chinesecalorie.com/,已授权
甜椒,tianjiao,22,1.0,0.2,5.4,中国食物成分表,https://chinesecalorie.com/,已授权
甜橙,tiancheng,48,0.8,0.2,11.1,中国食物成分表,https://chinesecalorie.com/,已授权
甜炼乳,tianlianru,332,8.0,8.7,55.4,中国食物成分表,https://chinesecalorie.com/,已授权
甜玉米,tianyumi,106,3.5,1.0,22.8,中国食物成分表,https://chinesecalorie.com/,已授权
甜瓜,tiangua,26,0.4,0.1,6.2,中国食物成分表,https://chinesecalorie.com/,已授权
甜甜圈,tiantianquan,420,5.0,22.0,50.0,中国食物成分表,https://chinesecalorie.com/,已授权
甜菊糖,tianjutang,0,0.0,0.0,0.0,中国食物成分表,https://chinesecalorie.com/,已授权
甜豆浆,tiandoujiang,40,2.0,1.0,5.0,中国食物成分表,https://chinesecalorie.com/,已授权
甜酒,tianjiu,100,2.0,0.5,20.0,中国食物成分表,https://chinesecalorie.com/,已授权
甜面酱,tianmianjiang,139,5.5,0.6,28.5,中国食物成分表,https://chinesecalorie.com/,已授权
生姜,shengjiang,46,1.3,0.6,10.3,中国食物成分表,https://chinesecalorie.com/,已授权
生抽,shengchou,63,5.6,0.1,10.1,中国食物成分表,https://chinesecalorie.com/,已授权
生菜,shengcai,13,1.3,0.3,1.3,中国食物成分表,https://chinesecalorie.com/,已授权
生蚝,shenghao,73,9.0,1.5,6.0,中国食物成分表,https://chinesecalorie.com/,已授权
田螺,tianluo,60,11.0,0.2,3.6,中国食物成分表,https://chinesecalorie.com/,已授权
田鸡,tianji,93,20.5,1.2,0.0,中国食物成分表,https://chinesecalorie.com/,已授权
